id,manufacturer,model,icao24,callsign,origin_country,altitude_m,velocity_ms,estimated_fuel_burn_kg_h,estimated_co2_kg_h,captured_at,loaded_at
752,Airbus,A321-251NX,407667,EZY89KA,United Kingdom,10972.8,233.66,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
753,Airbus,A320-271N,346183,VLG3647,Spain,769.62,110.17,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
754,Airbus,AIRBUS A319-111,40631a,EZY41KP,United Kingdom,7825.74,225.54,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
755,Airbus,AIRBUS A319-111,40631b,EZY85JZ,United Kingdom,5417.82,177.97,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
756,Airbus,AIRBUS A319-111,400cd8,EZY48FK,United Kingdom,11582.4,217.52,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
757,Airbus,A320 214,3c4906,EWG61B,Germany,1021.08,128.64,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
758,Airbus,AIRBUS A319-111,406319,EZY54FN,United Kingdom,11582.4,220.64,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
759,Boeing,777 381ER,869232,ANA212,Japan,9448.8,260.14,7500,23700,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
760,Airbus,A320,48ad0b,LOT6LN,Poland,205.74,64.67,2500,7900,2026-08-17 20:33:35,2026-08-17 20:37:37.750911
761,Airbus,AIRBUS A321-231,400ceb,EFW96LG,United Kingdom,2560.32,167.82,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
762,Boeing,737NG 86J/W,3c4969,TUI7GM,Germany,,0,2400,7584,2026-08-17 20:33:24,2026-08-17 20:37:37.750911
763,Airbus,A320-271N,34620b,IBE0556,Spain,9921.24,227.13,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
764,Boeing,737NG 86J/W,3c496d,TUI96N,Germany,11277.6,192.51,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
765,Boeing,737NG 86J/W,3c496e,TUI9FL,Germany,9121.14,274.2,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
766,Airbus,A320-251N,346204,IBE07ZE,Spain,11391.9,234.85,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
767,Airbus,A330-243,346206,TAR723,Spain,12496.8,247.75,5000,15800,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
768,Boeing,777 39PER,780da0,CES772,China,9448.8,266.85,7500,23700,2026-08-17 19:58:03,2026-08-17 20:37:37.750911
769,Airbus,AIRBUS A319-131,400d5a,BAW352,United Kingdom,10058.4,252.1,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
770,Airbus,A320-NEO,4074b8,EZY16NE,United Kingdom,11590.02,198.82,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
771,Airbus,A320-251N,4074b6,EZY97FN,United Kingdom,5532.12,183.63,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
772,Boeing,737-8AS,4cafc0,RYR44CN,Ireland,10972.8,210.88,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
773,Boeing,737-800,4cafb4,RYR27UN,Ireland,3444.24,191.29,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
774,Airbus,AIRBUS A320-232,40649f,BAW590,United Kingdom,7162.8,269.18,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
775,Airbus,A320-251N,4076cc,BAW893,United Kingdom,10972.8,208.41,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
776,Airbus,A320-251N	,01024e,MSC2975,Egypt,10668,236.83,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
777,Boeing,737NG 8K2/W,3964ee,TVF24MX,France,7604.76,209.75,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
778,Boeing,737NG 7K2/W,484b90,KLM99H,Kingdom of the Netherlands,1501.14,133.76,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
779,Airbus,AIRBUS A320-214,40643d,EZY94DT,United Kingdom,10972.8,190.79,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
780,Airbus,A321-251NX,010245,MSR891,Egypt,10355.58,224.02,2700,8532,2026-08-17 20:37:25,2026-08-17 20:37:37.750911
781,Airbus,AIRBUS A319-111,406442,EZY82GA,United Kingdom,11590.02,227.3,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
782,Boeing,737NG 8GJ/W,3964e0,TVF78UV,France,10668,240.37,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
783,Boeing,737NG 8K2/W,3964e2,TVF13SR,France,9403.08,228.13,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
784,Boeing,737NG 8GJ/W,3964e1,TVF15AN,France,9738.36,242.14,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
785,Boeing,737NG 8K2/W,3964e8,TVF11UE,France,10972.8,229.38,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
786,Boeing,737NG 8K2/W,3964f3,TVF58QF,France,11277.6,237.49,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
787,Boeing,737NG 8K2/W,3964f8,TVF79GC,France,1943.1,131.97,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
788,Airbus,A320-251N,01020a,MSR802,Egypt,4914.9,232.43,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
789,Boeing,737NG 8K2/W,484b2a,TRA84W,Kingdom of the Netherlands,152.4,73.35,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
790,Airbus,A320-214,4b1a23,EZS68CN,Switzerland,11414.76,213.74,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
791,Airbus,A320-214,4b1a34,EZS45MR,Switzerland,10972.8,209.23,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
792,Airbus,A320-214,4b1a1d,EJU51UP,Switzerland,220.98,66.51,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
793,Airbus,A320-214,4b1a1a,EZS78GR,Switzerland,10965.18,207.25,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
794,Airbus,A320-214,4b1a24,EZS64DZ,Switzerland,11590.02,217.79,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
795,Airbus,A320-214,4b1a25,EJU41ZN,Switzerland,4191,141.4,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
796,Airbus,A320-214,4b1a26,EZS89PM,Switzerland,11597.64,204.8,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
797,Airbus,A320-214,4b1a65,EZS51BG,Switzerland,6873.24,182.72,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
798,Airbus,AIRBUS A319-111,400db2,EZY97GY,United Kingdom,8648.7,220.81,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
799,Boeing,BOEING 737-804,400e4a,EXS56AT,United Kingdom,8564.88,270.83,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
800,Airbus,AIRBUS A320-232,40615b,BAW314S,United Kingdom,1699.26,142.26,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
801,Airbus,AIRBUS A321-231,400afe,EFW2FC,United Kingdom,10363.2,225.83,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
802,Airbus,AIRBUS A321-231,400afc,EFW65TM,United Kingdom,10363.2,209.01,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
803,Airbus,AIRBUS A319-111,406135,EZY32TQ,United Kingdom,1539.24,115.82,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
804,Airbus,A320-251N,407463,SHT8V,United Kingdom,8747.76,223.52,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
805,Airbus,AIRBUS A319-111,406133,EZY93HR,United Kingdom,,9.26,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
806,Airbus,A320-251N,407462,BAW544K,United Kingdom,7970.52,246.72,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
807,Airbus,AIRBUS A319-131,400b83,BAW483Z,United Kingdom,45.72,64.31,2300,7268,2026-08-17 20:37:06,2026-08-17 20:37:37.750911
808,Boeing,BOEING 737-86N,4072dc,EXS76ER,United Kingdom,11277.6,238.44,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
809,Airbus,AIRBUS A321-231,400b00,EFW29WB,United Kingdom,8039.1,238.33,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
810,Airbus,AIRBUS A320-251N,4072c7,EZY46LX,United Kingdom,11582.4,205.69,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
811,Airbus,AIRBUS A320-251N,4072c8,EZY69HD,United Kingdom,10370.82,215.13,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
812,Boeing,BOEING 737-8K5,4072a5,TOM793,United Kingdom,10363.2,232.92,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
813,Boeing,737NG 8K5/W,44a831,JAF52C,Belgium,12489.18,226.88,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
814,Airbus,A320-271N,4cada7,ITY1566,Ireland,10058.4,273.43,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
815,Airbus,A320-271N,4cada8,ITY1752,Ireland,9745.98,206.72,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
816,Boeing,737NG 8K5/W,44a838,JAF61K,Belgium,11582.4,219.13,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
817,Airbus,A320-272N,4cadac,ITY1789,Ireland,2697.48,155.53,2500,7900,2026-08-17 20:36:39,2026-08-17 20:37:37.750911
818,Boeing,B737-800,346083,AEA42LF,Spain,7787.64,213.53,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
819,Boeing,737-8MG(WL),40753c,EXS53HJ,United Kingdom,1028.7,101.38,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
820,Boeing,737NG 8HX/W,4bd155,CAI9282,Turkey,10972.8,228.82,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
821,Boeing,737-85P,34604d,AEA59VJ,Spain,6019.8,177.14,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
822,Airbus,A320-251N,407537,BAW398,United Kingdom,11277.6,241.07,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
823,Airbus,AIRBUS A320-232,40624e,BAW78H,United Kingdom,190.5,11.83,2500,7900,2026-08-17 20:37:11,2026-08-17 20:37:37.750911
824,Airbus,AIRBUS A320-232,40624f,SHT16H,United Kingdom,1691.64,143.07,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
825,Airbus,A320-214,407575,EZY858W,United Kingdom,4191,170.34,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
826,Airbus,AIRBUS A320-214,40622b,EZY56JZ,United Kingdom,2346.96,99.52,2500,7900,2026-08-17 20:33:16,2026-08-17 20:37:37.750911
827,Airbus,AIRBUS A320-214,40622d,EZY2136,United Kingdom,11574.78,199.06,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
828,Airbus,AIRBUS A320-214,40622f,EZY75QW,United Kingdom,10965.18,211.89,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
829,Boeing,BOEING 777-36NER,40621d,BAW11,United Kingdom,9448.8,266.2,7500,23700,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
830,Airbus,A320 251NSL,4073a1,EZY85VF,United Kingdom,11597.64,200.26,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
831,Airbus,A320-232,4d22ad,RYR613K,Malta,10363.2,207.61,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
832,Airbus,A320-200,4d22bd,RYR7SC,Malta,9745.98,233.54,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
833,Boeing,BOEING 737-85P,407267,EXS98RH,United Kingdom,11582.4,209.53,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
834,Airbus,A320 214SL,3c56ef,EWG6AZ,Germany,11277.6,226.31,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
835,Airbus,A320 214SL,3c56ee,EWG7MG,Germany,,10.8,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
836,Airbus,A320 214SL,3c56f5,EWG2AD,Germany,11590.02,196.33,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
837,Airbus,A320 214SL,3c56ec,EWG91V,Germany,1546.86,132.41,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
838,Boeing,737 MAX 8,4d234e,RYR95MP,Malta,11277.6,194.05,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
839,Airbus,A320 214,3985a1,AFR56XX,France,,0.06,2500,7900,2026-08-17 20:36:23,2026-08-17 20:37:37.750911
840,Boeing,737 MAX 8,4d2347,RYR1RM,Malta,,0,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
841,Boeing,737-85R(WL),4d232c,CXI2R,Malta,10972.8,227.29,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
842,Airbus,A320 214SL,3c56f0,EWG46K,Germany,,9.26,2500,7900,2026-08-17 20:36:56,2026-08-17 20:37:37.750911
843,Airbus,A320 214SL,3c56f4,EWG78RE,Germany,11582.4,225.57,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
844,Airbus,A320 214SL,3c56f3,EWG6TF,Germany,10972.8,229.81,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
845,Airbus,A320 214SL,3c56f2,EWG13N,Germany,1165.86,111.73,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
846,Airbus,A320 214SL,3c56f1,EWG3GH,Germany,10157.46,226.64,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
847,Boeing,BOEING 737-800,4070ed,EXS55P,United Kingdom,,0.39,2400,7584,2026-08-17 20:36:20,2026-08-17 20:37:37.750911
848,Boeing,BOEING 737-800,4070f0,EXS27JE,United Kingdom,7490.46,200.2,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
849,Boeing,BOEING 737-800,4070e9,EXS34HS,United Kingdom,11582.4,216.19,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
850,Boeing,BOEING 737-800,4070e4,EXS72UT,United Kingdom,11582.4,234.09,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
851,Boeing,BOEING 737-800,4070e5,EXS38HA,United Kingdom,10972.8,218.7,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
852,Airbus,A319 131,4c01e2,ASL88B,Serbia,10675.62,255.38,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
853,Airbus,A319 132,4c01e1,ASL45X,Serbia,10675.62,248.17,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
854,Airbus,A319 132,4c01e4,ASL11B,Serbia,10363.2,215.12,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
855,Airbus,A320 216,398640,CCM49LK,France,1584.96,153.79,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
856,Airbus,A319 132,4c01e5,ASL98C,Serbia,1165.86,109.55,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
857,Boeing,777 FZN,3c4586,BOX519,Germany,10363.2,235,7500,23700,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
858,Boeing,777-F,3c4592,BOX620,Germany,8770.62,284.02,7500,23700,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
859,Boeing,737-8AS (W),4d21ef,RYR288Q,Malta,11277.6,216.17,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
860,Boeing,737-8AS (W),4d21ed,RYR2XG,Malta,4701.54,197.65,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
861,Boeing,Boeing 737-8AS (W),4d21ee,RYR28BE,Malta,1752.6,133.01,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
862,Boeing,737-8AS,4d21f0,RYR1ZK,Malta,3253.74,142.44,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
863,Boeing,Boeing 737-8AS,4d21f2,RYR801W,Malta,10058.4,259.04,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
864,Boeing,787 9,86e778,ANA232,Japan,11269.98,263.14,5500,17380,2026-08-17 20:37:05,2026-08-17 20:37:37.750911
865,Boeing,Boeing 737 430,4d20ff,WMT3RN,Malta,541.02,61.22,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
866,Airbus,AIRBUS A320-232,406091,BAW409,United Kingdom,9761.22,224.88,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
867,Boeing,Boeing 737-8AS (W),4d2239,RYR81WY,Malta,10980.42,230.56,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
868,Boeing,BOEING 737-8AS,4d2233,RYR90TC,Malta,1783.08,111.81,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
869,Boeing,Boeing 737-8AS (W),4d2234,RYR4295,Malta,,8.23,2400,7584,2026-08-17 20:32:12,2026-08-17 20:37:37.750911
870,Boeing,Boeing 737-8AS (W),4d221d,RYR22SM,Malta,11582.4,216.22,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
871,Boeing,Boeing 737-8AS (W),4d2247,RYR40VK,Malta,10972.8,207.04,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
872,Boeing,737 8AS,4d2215,RYR79WD,Malta,11277.6,240.6,2400,7584,2026-08-17 20:37:25,2026-08-17 20:37:37.750911
873,Boeing,737-8K2,485a32,KLM91R,Kingdom of the Netherlands,12496.8,252.82,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
874,Boeing,Boeing 737-8AS (W),4d2212,RYR33RN,Malta,11277.6,259.23,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
875,Boeing,737 8AS,4d2214,RYR87ZG,Malta,,0,2400,7584,2026-08-17 20:35:17,2026-08-17 20:37:37.750911
876,Boeing,737-8AS (W),4d2224,RYR19HF,Malta,10972.8,214.46,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
877,Boeing,Boeing 737-8AS (W),4d2225,RYR8336,Malta,11201.4,253.16,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
878,Boeing,737-8AS,4d2220,RYR537R,Malta,4198.62,211.02,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
879,Boeing,737-8AS,4d2221,RYR19BZ,Malta,11887.2,243.56,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
880,Boeing,737-8AS,4d226b,RYR76SW,Malta,7010.4,223.15,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
881,Airbus,AIRBUS A320-214,40600e,EZY59XP,United Kingdom,9745.98,222.49,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
882,Boeing,Boeing 737-8AS,4d2272,RYR4XR,Malta,,21.09,2400,7584,2026-08-17 20:37:21,2026-08-17 20:37:37.750911
883,Airbus,AIRBUS A320-214,406016,EZY91VY,United Kingdom,2392.68,138.81,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
884,Boeing,737-8AS(WL),4d2289,RYR915B,Malta,11582.4,218.35,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
885,Airbus,AIRBUS A320-214,406011,EZY21FJ,United Kingdom,10988.04,209.23,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
886,Boeing,Boeing 737-8AS (W),4d2286,RYR55BJ,Malta,9753.6,227.33,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
887,Boeing,737-8AS(WL),4d2287,RYR1WF,Malta,11582.4,219.77,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
888,Boeing,Boeing 737-8AS (W),4d2280,RYR8SL,Malta,259.08,76.12,2400,7584,2026-08-17 20:37:22,2026-08-17 20:37:37.750911
889,Boeing,Boeing 737-8AS (W),4d2258,RYR6QT,Malta,4610.1,203.11,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
890,Boeing,Boeing 737-8AS,4d2268,RYR19SV,Malta,9951.72,208.6,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
891,Boeing,Boeing 737-8AS (W),4d225d,RYR18AE,Malta,11277.6,244.38,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
892,Airbus,AIRBUS A319-131,400a7c,BAW822,United Kingdom,11277.6,240.44,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
893,Airbus,AIRBUS A319-131,400a5b,BAW895,United Kingdom,2438.4,118.17,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
894,Airbus,AIRBUS A320-214,4071d9,EZY27DJ,United Kingdom,6278.88,204.19,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
895,Airbus,AIRBUS A320-214,4071d7,EZY93HL,United Kingdom,7109.46,194.37,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
896,Boeing,737-8-200 MAX,4cac1e,RYR8EG,Ireland,10972.8,227.19,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
897,Boeing,787 8,04c159,KQA115,Kenya,1234.44,117.19,5500,17380,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
898,Airbus,AIRBUS A320-232,400a26,BAW43HA,United Kingdom,236.22,66.36,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
899,Airbus,AIRBUS A320-232,400a25,BAW34V,United Kingdom,11582.4,209.29,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
900,Boeing,787 9,39c420,AFR570,France,11887.2,266.33,5500,17380,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
901,Airbus,AIRBUS A320-232,400a0e,SHT12U,United Kingdom,7528.56,215.27,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
902,Boeing,787 8,04c11b,KQA117,Kenya,12496.8,254.73,5500,17380,2026-08-17 20:37:21,2026-08-17 20:37:37.750911
903,Boeing,Boeing 737 4K5,4d20bc,WMT6WW,Malta,,29.84,2400,7584,2026-08-17 20:37:03,2026-08-17 20:37:37.750911
904,Airbus,AIRBUS A320-232,407022,EFW979Y,United Kingdom,10965.18,210.63,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
905,Airbus,AIRBUS A321-211,40700a,EXS14RT,United Kingdom,10355.58,187.46,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
906,Boeing,BOEING 737-85P,40702e,EXS5R,United Kingdom,10820.4,220.47,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
907,Airbus,A320 232SL,4691c4,AEE564,Greece,,3.09,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
908,Airbus,A320 232SL,4691c3,AEE543,Greece,11879.58,242.3,2500,7900,2026-08-17 20:37:25,2026-08-17 20:37:37.750911
909,Airbus,A320 232SL,4691c2,AEE382,Greece,,0,2500,7900,2026-08-17 20:37:21,2026-08-17 20:37:37.750911
910,Airbus,A320 232SL,4691c1,AEE774,Greece,10972.8,230.3,2500,7900,2026-08-17 20:37:23,2026-08-17 20:37:37.750911
911,Boeing,737 430,4d2124,HAT5013,Malta,,6.43,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
912,Airbus,A320-214,4b18ba,EDW337,Switzerland,,0,2500,7900,2026-08-17 20:37:17,2026-08-17 20:37:37.750911
913,Airbus,A320-214,4b18f2,EDW48A,Switzerland,10073.64,214.75,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
914,Airbus,A320-214,4b18f3,EDW675Z,Switzerland,9738.36,234.24,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
915,Airbus,A320-214,4b18f4,EDW89P,Switzerland,11582.4,206.37,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
916,Airbus,A320-214,4b18f5,EDW28K,Switzerland,10896.6,256.96,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
917,Boeing,747 222BF,aac71d,CKS262,United States,10363.2,208.27,10000,31600,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
918,Airbus,A320 232,01018d,LMU7492,Egypt,10675.62,239.78,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
919,Boeing,787 9,86e800,ANA224,Japan,10668,257.53,5500,17380,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
920,Boeing,BOEING 737-8AS,4caa5f,RYR6KT,Ireland,10972.8,218.93,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
921,Airbus,A321-271NX,4b194a,SWR1KV,Switzerland,10972.8,188.39,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
922,Airbus,A321-271NX,4b194c,SWR755L,Switzerland,10363.2,226.48,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
923,Airbus,A321 231,4692da,AEE857,Greece,11879.58,244.39,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
924,Airbus,A320-214,3c66e4,OCN7YP,Germany,,6.43,2500,7900,2026-08-17 20:34:31,2026-08-17 20:37:37.750911
925,Airbus,A320 214SL,3c66e1,DLH892,Germany,175.26,78.01,2500,7900,2026-08-17 20:36:59,2026-08-17 20:37:37.750911
926,Airbus,A319 112,451e8c,GPX1731,Bulgaria,11277.6,249.93,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
927,Airbus,A320 232,4692d4,AEE731,Greece,4572,167.54,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
928,Airbus,A320 232,4692cc,AEE3FU,Greece,937.26,117.5,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
929,Airbus,Airbus A320 214,4d201f,WMT4XC,Malta,2461.26,130.05,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
930,Airbus,A320 214SL,4b906c,PGT5309,Turkey,8267.7,228.08,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
931,Airbus,A320 214SL,3c66a2,DLH2RX,Germany,1455.42,135.51,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
932,Airbus,A320 214SL,3c66a8,DLH9851,Germany,11582.4,226.88,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
933,Airbus,A320 214SL,3c66a7,DLH5PJ,Germany,10660.38,252.96,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
934,Airbus,A320 214SL,3c66a6,DLH2RJ,Germany,10965.18,229.11,2500,7900,2026-08-17 20:37:18,2026-08-17 20:37:37.750911
935,Airbus,A320 214SL,3c66ab,DLH09F,Germany,10325.1,232.94,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
936,Airbus,A320 214SL,3c66ae,DLH898,Germany,5577.84,246.66,2500,7900,2026-08-17 20:03:20,2026-08-17 20:37:37.750911
